user_id,n_hits,n_test_items,hit_items,hit_ranks
12466,1,4,4418,7
12468,1,3,5761,6
12471,1,3,10175,20
12472,1,5,10057,14
12476,1,4,8507,4
12482,1,3,11341,6
12489,1,11,11801,4
12490,1,3,9675,3
12493,1,4,7957,20
12494,1,3,2461,1
12498,1,8,10225,12
12501,1,11,12174,14
12504,1,4,219,13
12509,1,6,11140,5
12511,1,4,8523,6
12518,1,6,2168,1
12528,1,15,6353,17
12530,1,3,3239,15
12532,1,5,3238,6
12533,1,6,4438,3
12535,1,5,10291,5
12537,1,19,3339,14
12541,1,2,4890,7
12542,1,4,11279,5
12543,1,2,11612,5
12545,1,13,4719,9
12546,1,3,1438,6
12547,1,3,6856,8
12550,1,13,12983,5
12552,1,5,6105,16
12555,1,7,13214,10
12557,1,15,9634,16
12559,1,3,6105,10
12574,1,7,8636,13
12577,1,9,3375,13
12578,1,8,11146,12
12582,1,8,5675,20
12592,1,5,5938,15
12595,1,7,8469,10
12597,1,7,11470,4
12601,1,7,6155,15
12604,1,3,3372,6
12605,1,4,1554,3
12612,1,4,6618,8
12616,1,3,6196,14
12618,1,3,7571,12
12622,1,3,5677,15
12624,1,5,2827,6
12639,1,2,10008,4
12651,1,4,7372,6
12653,1,8,8370,11
12654,1,4,8579,1
12658,1,3,7283,8
12671,1,4,8982,18
12672,1,8,3783,20
12676,1,6,8627,14
12695,1,4,9902,18
12699,1,10,3184,18
12710,1,5,4519,8
12712,1,5,1715,9
12714,1,3,3030,9
12716,1,6,6104,16
12719,1,15,7127,4
12724,1,3,2965,6
12733,1,2,10530,7
12734,1,2,4541,11
12736,1,3,9302,12
12737,1,6,7174,9
12739,1,7,3584,13
12744,1,3,7383,5
12748,1,3,10530,5
12749,1,4,4770,8
12752,1,9,10317,2
12758,1,5,3080,1
12759,1,4,11742,9
12760,1,2,7184,12
12761,1,6,3350,1
12762,1,8,8272,7
12771,1,4,1565,3
12775,1,7,8871,9
12782,1,10,4519,2
12794,1,6,4351,2
12795,1,6,10226,17
12807,1,5,6018,6
12825,1,8,10165,19
12826,1,6,5965,7
12831,1,12,4355,6
12833,1,3,8900,14
12835,1,4,7087,7
12838,1,3,6094,18
12843,1,3,1511,5
12845,1,3,9166,8
12849,1,6,4561,2
12876,1,4,4353,19
12880,1,6,6033,2
12890,1,3,5188,20
12898,1,5,9893,8
12906,1,8,3080,14
12911,1,3,3063,8
12912,1,4,9340,14
12916,1,2,10120,15
12923,1,3,3200,15
12926,1,4,11146,10
12929,1,7,7178,3
12933,1,3,8540,1
12934,1,5,4352,3
12935,1,7,1565,2
12941,1,3,6816,10
12945,1,6,7464,5
12948,1,3,10008,11
12953,1,3,4979,8
12955,1,3,6713,14
12956,1,4,7340,13
12959,1,3,2058,12
12969,1,2,11323,1
12975,1,3,1493,5
12979,1,2,8560,19
12982,1,3,12794,15
12985,1,4,9837,9
12991,1,5,3238,8
12993,1,2,11790,3
12995,1,3,11341,3
12997,1,4,1638,6
12998,1,3,10189,5
13005,1,2,5759,1
13008,1,4,10180,14
13010,1,5,7174,7
13011,1,4,3208,2
13013,1,2,7047,3
13014,1,3,11094,6
13019,1,6,10184,8
13021,1,5,9418,6
13029,1,3,10530,11
13036,1,3,8349,9
13038,1,3,2058,1
13039,1,4,11617,12
13042,1,3,8468,6
13053,1,3,4489,18
13056,1,3,10012,1
13060,1,3,4438,3
13067,1,5,10773,7
13071,1,4,1682,16
13081,1,8,12776,10
13093,1,3,5759,17
13099,1,3,10691,4
13106,1,4,5881,3
13108,1,7,11321,1
13112,1,4,4715,1
13115,1,4,12477,3
13119,1,3,13608,5
13121,1,3,5871,6
13123,1,3,4535,19
13128,1,4,4216,1
13133,1,7,4542,18
13134,1,14,8025,11
13135,1,3,4405,9
13136,1,2,10170,1
13143,1,2,6494,18
13153,1,8,8912,15
13176,1,3,7959,10
13189,1,3,6388,6
13206,1,4,4949,17
13212,1,3,7787,9
13231,1,2,3200,3
13237,1,3,5938,11
13238,1,4,8945,16
13250,1,5,5717,19
13257,1,3,13608,1
13263,1,6,3877,12
13269,1,5,8484,19
13274,1,4,5061,2
13277,1,3,3100,11
13284,1,3,9312,20
13289,1,3,11518,19
13293,1,5,8468,9
13305,1,3,4489,1
13311,1,2,10243,8
13315,1,3,4861,3
13334,1,3,3030,12
13336,1,3,8711,13
13356,1,4,8526,8
13372,1,3,7216,9
13380,1,4,9899,7
13385,1,4,10664,5
13395,1,2,9263,5
13407,1,3,11857,1
13411,1,2,11416,6
13438,1,3,5755,9
13455,1,3,8588,17
13456,1,3,11460,9
13459,1,3,4719,15
13470,1,3,6160,19
13477,1,3,5907,10
13479,1,4,5852,7
13484,1,3,7680,7
13486,1,4,4624,18
13488,1,3,1511,10
13508,1,4,3033,3
13512,1,6,2880,11
13514,1,3,10314,2
13518,1,3,3507,9
13523,1,3,8610,3
13527,1,6,10115,8
13529,1,3,8470,9
13537,1,3,11394,17
13539,1,3,4725,4
13540,1,7,8538,2
13542,1,5,8486,14
13546,1,4,8590,5
13548,1,5,3085,11
13554,1,6,9273,14
13556,1,3,9903,10
13567,1,2,9893,12
13572,1,3,3381,19
13582,1,3,7949,6
13585,1,5,5838,7
13592,1,4,8497,16
13594,1,5,8531,13
13607,1,3,11566,8
13611,1,4,9904,16
13618,1,4,11387,17
13627,1,2,6452,18
13638,1,4,11621,5
13649,1,3,9302,12
13652,1,3,12963,7
13659,1,2,8469,2
13662,1,2,9888,20
13663,1,2,10184,1
13672,1,3,9899,20
13684,1,3,11672,12
13685,1,2,8357,6
13699,1,2,10509,17
13706,1,4,7238,8
13707,1,5,9492,13
13708,1,6,3654,13
13711,1,5,10622,6
13716,1,3,4463,13
13725,1,3,6028,17
13731,1,4,6001,14
13733,1,3,6562,7
13736,1,5,6088,10
13737,1,3,5803,1
13740,1,2,7576,2
13743,1,4,7087,19
13745,1,3,10987,12
13750,1,4,11558,11
13757,1,4,7138,15
13759,1,3,12287,5
13765,1,3,9899,15
13769,1,2,7624,6
13770,1,3,7354,2
13776,1,3,4669,14
13786,1,3,8487,7
13787,1,4,10658,6
13790,1,2,5540,14
13791,1,2,9902,4
13801,1,3,4703,12
13805,1,4,10117,8
13810,1,3,9893,20
13813,1,3,6161,3
13814,1,3,10096,7
13816,1,3,5846,9
13820,1,3,10470,5
13834,1,4,11540,7
13842,1,3,10542,15
13852,1,13,3054,1
13864,1,3,7614,11
13867,1,3,7793,8
13871,1,3,7323,10
13874,1,3,9622,4
13879,1,5,11915,9
13880,1,3,7204,17
13891,1,6,7417,18
13898,1,3,8935,15
13905,1,3,11449,1
13907,1,3,11480,1
13908,1,2,3579,11
13909,1,2,4976,3
13910,1,4,3035,17
13913,1,3,5002,9
13916,1,3,10525,6
13917,1,3,4584,7
13921,1,2,5542,9
13931,1,4,4830,9
13937,1,3,7676,9
13939,1,3,9893,18
13940,1,6,3082,16
13942,1,5,11343,10
13947,1,2,2987,17
13948,1,5,13010,1
13950,1,3,5403,11
13955,1,4,7492,6
13956,1,3,3307,1
13958,1,5,4559,16
13960,1,2,3188,6
13961,1,3,7216,12
13967,1,2,8707,10
13969,1,2,7272,12
13977,1,3,5519,9
13997,1,4,5923,10
14016,1,3,12875,1
14017,1,2,4452,5
14019,1,3,8484,9
14033,1,2,10398,20
14035,1,3,4116,13
14041,1,3,8484,2
14042,1,2,8608,3
14055,1,2,9021,1
14061,1,4,9901,20
14063,1,3,10509,17
14066,1,3,4599,3
14071,1,3,11792,10
14074,1,4,11689,15
14078,1,2,4928,2
14085,1,3,10556,13
14095,1,3,8707,8
14107,1,5,6608,14
14110,1,3,3381,5
14113,1,4,3149,2
14137,1,3,12794,19
14138,1,3,9616,10
14157,1,6,8814,17
14160,1,2,8523,14
14165,1,4,7911,13
14166,1,5,4489,6
14168,1,2,4721,13
14178,1,9,3091,10
14179,1,3,7195,2
14204,1,3,10101,15
14209,1,5,5928,6
14210,1,4,12643,5
14215,1,3,4417,9
14220,1,3,7453,4
14223,1,5,4713,13
14227,1,3,5929,10
14234,1,3,4584,17
14241,1,6,3926,11
14244,1,8,9960,15
14249,1,2,9928,1
14261,1,4,10897,13
14262,1,3,9448,10
14284,1,5,6121,2
14286,1,6,6794,14
14290,1,3,4084,13
14296,1,7,7208,11
14299,1,6,7503,15
14307,1,5,5324,6
14310,1,2,4353,12
14312,1,3,11387,9
14317,1,4,8987,19
14323,1,3,12477,1
14325,1,3,7383,3
14326,1,5,11725,4
14332,1,3,8791,16
14335,1,4,6040,16
14336,1,3,5797,16
14348,1,2,7606,10
14352,1,3,4383,5
14365,1,5,9946,8
14367,1,5,9899,10
14375,1,4,10989,16
14382,1,4,4566,2
14385,1,4,11552,12
14391,1,2,9126,9
14394,1,3,5546,9
14401,1,3,8325,15
14410,1,3,7567,12
14412,1,2,2353,9
14419,1,2,8639,7
14428,1,3,11395,20
14436,1,5,6818,19
14445,1,4,9021,10
14448,1,3,11639,1
14454,1,3,8540,2
14458,1,3,4599,17
14480,1,3,10008,1
14491,1,7,11532,14
14499,1,3,8606,13
14503,1,2,4813,19
14504,1,2,5881,6
14506,1,3,5808,20
14510,1,5,8560,17
14511,1,3,4778,9
14517,1,7,3346,2
14526,1,4,6014,12
14534,1,3,4352,4
14538,1,5,6263,14
14539,1,4,5321,18
14555,1,4,8922,11
14558,1,4,10375,3
14569,1,3,6121,6
14573,1,3,4898,14
14587,1,3,4409,15
14591,1,2,5759,12
14595,1,3,8502,3
14604,1,3,7875,5
14612,1,3,11321,2
14616,1,4,3033,16
14619,1,3,8636,18
14624,1,3,12759,20
14642,1,2,9065,12
14649,1,3,6031,4
14654,1,5,12794,15
14661,1,2,10039,6
14665,1,4,7459,11
14668,1,3,4429,14
14671,1,2,8330,17
14678,1,3,7098,1
14680,1,5,5803,2
14683,1,5,4352,5
14686,1,3,6146,2
14690,1,3,9905,15
14691,1,3,8945,20
14695,1,3,5760,2
14699,1,3,9893,2
14700,1,3,5788,11
14708,1,3,3200,2
14711,1,3,7123,11
14737,1,3,4252,14
14740,1,3,11369,6
14743,1,7,5675,17
14754,1,3,3236,12
14757,1,6,11655,3
14760,1,6,8484,5
14780,1,3,7122,16
14788,1,7,10008,7
14793,1,6,4352,2
14796,1,4,11888,19
14798,1,3,9899,4
14807,1,4,5750,3
14809,1,3,4617,5
14829,1,5,10278,9
14839,1,2,7009,1
14840,1,3,9422,4
14847,1,3,4686,14
14855,1,3,11629,1
14860,1,3,12794,20
14865,1,2,5905,19
14870,1,6,2183,9
14873,1,4,8015,12
14878,1,3,11343,3
14887,1,3,10046,5
14901,1,4,5455,6
14902,1,3,7479,2
14913,1,2,3275,3
14916,1,3,3755,11
14924,1,3,5675,17
14926,1,3,7793,9
14939,1,5,3994,4
14940,1,3,8884,9
14944,1,2,7883,5
14947,1,3,4489,1
14968,1,2,3036,5
14971,1,3,6289,7
14974,1,3,9126,19
14979,1,4,11449,9
14994,1,3,10530,11
14995,1,3,11888,15
15003,1,3,7027,18
15005,1,5,13357,2
15016,1,6,10081,18
15017,1,6,3102,4
15020,1,2,11916,3
15030,1,4,12624,13
15031,1,4,8540,6
15033,1,3,6361,11
15043,1,3,7624,2
15045,1,5,5995,7
15051,1,4,5921,1
15054,1,2,11540,14
15057,1,4,8945,2
15061,1,3,4374,2
15062,1,4,9565,5
15063,1,4,4725,15
15065,1,3,5218,9
15086,1,5,12619,8
15089,1,3,4589,4
15106,1,3,10008,13
15123,1,3,8548,19
15150,1,3,10528,14
15151,1,5,11849,3
15154,1,3,5259,15
15160,1,3,9837,4
15162,1,3,9263,16
15170,1,4,7490,8
15171,1,2,6779,6
15186,1,3,5080,15
15187,1,3,11612,16
15200,1,3,8540,2
15203,1,4,6660,14
15214,1,5,11387,6
15216,1,4,10009,5
15217,1,5,8868,19
15219,1,4,12611,19
15225,1,3,4847,11
15227,1,3,6984,13
15231,1,3,8266,20
15256,1,4,6642,4
15273,1,4,5847,6
15275,1,3,5487,6
15286,1,2,9928,6
15291,1,4,4815,14
15294,1,3,8610,4
15300,1,5,10900,10
15309,1,3,7012,15
15321,1,4,6087,2
15322,1,4,9672,1
15333,1,2,10663,5
15334,1,3,6244,4
15337,1,3,4116,11
15342,1,3,3300,4
15363,1,3,3638,10
15370,1,2,3189,1
15374,1,3,12167,5
15375,1,3,4572,19
15377,1,4,8486,4
15378,1,2,4721,18
15379,1,3,11454,13
15380,1,4,11980,8
15382,1,2,8806,1
15384,1,2,5988,12
15404,1,3,12739,1
15406,1,2,8912,5
15409,1,3,8622,6
15411,1,3,11863,17
15413,1,2,9885,7
15421,1,4,10112,4
15423,1,3,11323,6
15424,1,2,10052,16
15437,1,3,9973,1
15452,1,2,3079,17
15458,1,4,4353,19
15459,1,2,11854,5
15462,1,3,4315,2
15470,1,2,11341,2
15473,1,3,9902,6
15479,1,2,8091,4
15486,1,2,4352,3
15492,1,3,7523,17
15494,1,2,9946,2
15500,1,3,7175,1
15502,1,3,12140,15
15504,1,2,13262,3
15505,1,2,7308,1
15515,1,3,7901,15
15518,1,3,4815,4
15520,1,3,8778,1
15523,1,2,7122,19
15563,1,3,9044,10
15570,1,2,5335,19
15572,1,2,4628,14
15585,1,3,4589,3
15598,1,3,10419,18
15600,1,3,12202,4
15603,1,3,4733,1
15604,1,3,10987,2
15606,1,3,3022,8
15613,1,2,11416,12
15619,1,2,11069,17
15633,1,3,8540,2
15634,1,3,11060,2
15638,1,3,5739,16
15639,1,2,4370,5
15644,1,2,9902,3
15652,1,3,7352,10
15654,1,3,5835,17
15670,1,3,2904,9
15672,1,3,12151,12
15676,1,2,10053,11
15678,1,3,10279,8
15695,1,4,6389,9
15710,1,2,8652,1
15711,1,2,11698,1
15714,1,3,9360,15
15726,1,3,4454,3
15738,1,2,11812,9
15760,1,3,11781,5
15762,1,3,12058,5
15764,1,3,7394,2
15771,1,3,10052,17
15774,1,3,8444,15
15784,1,3,7299,3
15800,1,2,9892,13
15802,1,3,11770,4
15803,1,2,9893,7
15809,1,3,4789,8
15814,1,3,11367,1
15825,1,3,6995,6
15838,1,3,8548,8
15845,1,3,5938,12
15852,1,2,8912,3
15858,1,3,6336,3
15878,1,3,8639,4
15883,1,3,12270,1
15892,1,4,7340,2
15893,1,3,11416,15
15902,1,4,5091,10
15906,1,3,11792,3
15910,1,3,9049,13
15917,1,3,12437,4
15932,1,2,9272,10
15934,1,2,9675,2
15935,1,2,7333,17
15940,1,3,5796,3
15955,1,3,9797,10
15961,1,2,12875,4
